latitude,longitude,month,temp700mbCelsius,meanGeopotentialHeightMeters
60,202.5,4,-14.634839,2850
60,205,4,-14.378387,2855
60,207.5,4,-14.104194,2860
60,210,4,-13.833226,2866
60,212.5,4,-13.589355,2872
60,215,4,-13.386129,2878
60,217.5,4,-13.239032,2886
60,220,4,-13.149032,2894
60,222.5,4,-13.103226,2902
60,225,4,-13.075484,2910
60,227.5,4,-13.039355,2917
60,230,4,-12.980968,2923
60,232.5,4,-12.893871,2927
60,235,4,-12.797419,2929
60,237.5,4,-12.725484,2929
60,240,4,-12.716452,2928
60,242.5,4,-12.801935,2926
60,245,4,-12.993226,2923
60,247.5,4,-13.273548,2921
60,250,4,-13.616452,2918
60,252.5,4,-13.987097,2914
60,255,4,-14.354194,2910
60,257.5,4,-14.697742,2906
60,260,4,-15.012581,2901
60,262.5,4,-15.299355,2896
60,265,4,-15.558387,2890
60,267.5,4,-15.776774,2884
60,270,4,-15.950645,2877
60,272.5,4,-16.07129,2872
60,275,4,-16.144839,2866
60,277.5,4,-16.184516,2862
60,280,4,-16.213226,2859
60,282.5,4,-16.244839,2857
60,285,4,-16.277097,2856
60,287.5,4,-16.298065,2855
60,290,4,-16.28129,2855
60,292.5,4,-16.209677,2856
60,295,4,-16.067097,2856
60,297.5,4,-15.86,2855
60,300,4,-15.593226,2856
60,302.5,4,-15.290645,2856
60,305,4,-14.966774,2857
60,307.5,4,-14.62129,2858
60,310,4,-14.256452,2860
57.5,190,4,-14.840645,2836
57.5,192.5,4,-14.670645,2838
57.5,195,4,-14.473226,2840
57.5,197.5,4,-14.247742,2842
57.5,200,4,-14.004516,2845
57.5,202.5,4,-13.757419,2848
57.5,205,4,-13.514839,2851
57.5,207.5,4,-13.284516,2854
57.5,210,4,-13.074839,2859
57.5,212.5,4,-12.892903,2864
57.5,215,4,-12.746774,2872
57.5,217.5,4,-12.639355,2880
57.5,220,4,-12.579032,2890
57.5,222.5,4,-12.544194,2900
57.5,225,4,-12.513871,2911
57.5,227.5,4,-12.450968,2921
57.5,230,4,-12.333548,2930
57.5,232.5,4,-12.144516,2937
57.5,235,4,-11.908387,2942
57.5,237.5,4,-11.667097,2945
57.5,240,4,-11.479032,2946
57.5,242.5,4,-11.398065,2945
57.5,245,4,-11.453548,2943
57.5,247.5,4,-11.641935,2940
57.5,250,4,-11.924194,2937
57.5,252.5,4,-12.255806,2933
57.5,255,4,-12.6,2929
57.5,257.5,4,-12.93129,2925
57.5,260,4,-13.251935,2920
57.5,262.5,4,-13.57,2914
57.5,265,4,-13.886129,2909
57.5,267.5,4,-14.192581,2903
57.5,270,4,-14.462258,2898
57.5,272.5,4,-14.678387,2892
57.5,275,4,-14.832581,2887
57.5,277.5,4,-14.936774,2883
57.5,280,4,-15.01129,2879
57.5,282.5,4,-15.07129,2877
57.5,285,4,-15.117419,2875
57.5,287.5,4,-15.134516,2874
57.5,290,4,-15.096774,2874
57.5,292.5,4,-14.987097,2873
57.5,295,4,-14.802581,2872
57.5,297.5,4,-14.556774,2871
57.5,300,4,-14.272258,2870
57.5,302.5,4,-13.966129,2870
57.5,305,4,-13.65,2870
57.5,307.5,4,-13.323226,2872
57.5,310,4,-12.975484,2874
55,190,4,-14.093226,2847
55,192.5,4,-13.914516,2848
55,195,4,-13.689032,2849
55,197.5,4,-13.433226,2850
55,200,4,-13.174194,2851
55,202.5,4,-12.937419,2853
55,205,4,-12.731613,2854
55,207.5,4,-12.554194,2857
55,210,4,-12.38871,2861
55,212.5,4,-12.229355,2866
55,215,4,-12.074194,2873
55,217.5,4,-11.938387,2881
55,220,4,-11.828387,2891
55,222.5,4,-11.749032,2903
55,225,4,-11.682581,2915
55,227.5,4,-11.59871,2926
55,230,4,-11.457419,2938
55,232.5,4,-11.233871,2947
55,235,4,-10.93,2955
55,237.5,4,-10.583226,2960
55,240,4,-10.25871,2962
55,242.5,4,-10.030645,2963
55,245,4,-9.953226,2961
55,247.5,4,-10.04,2959
55,250,4,-10.267097,2956
55,252.5,4,-10.581613,2952
55,255,4,-10.923548,2948
55,257.5,4,-11.264516,2943
55,260,4,-11.597419,2938
55,262.5,4,-11.932258,2933
55,265,4,-12.272903,2928
55,267.5,4,-12.606129,2923
55,270,4,-12.91,2918
55,272.5,4,-13.156129,2913
55,275,4,-13.341935,2908
55,277.5,4,-13.485161,2903
55,280,4,-13.610323,2899
55,282.5,4,-13.732581,2896
55,285,4,-13.844839,2893
55,287.5,4,-13.916774,2891
55,290,4,-13.915161,2890
55,292.5,4,-13.817419,2889
55,295,4,-13.627097,2887
55,297.5,4,-13.37129,2886
55,300,4,-13.076774,2884
55,302.5,4,-12.767419,2884
55,305,4,-12.445806,2885
55,307.5,4,-12.105161,2887
55,310,4,-11.734194,2890
52.5,190,4,-13.09,2865
52.5,192.5,4,-12.932581,2866
52.5,195,4,-12.730323,2867
52.5,197.5,4,-12.503226,2867
52.5,200,4,-12.287097,2868
52.5,202.5,4,-12.106774,2869
52.5,205,4,-11.966129,2871
52.5,207.5,4,-11.842258,2873
52.5,210,4,-11.706452,2877
52.5,212.5,4,-11.540645,2881
52.5,215,4,-11.341613,2887
52.5,217.5,4,-11.129355,2895
52.5,220,4,-10.927742,2904
52.5,222.5,4,-10.760968,2914
52.5,225,4,-10.631935,2924
52.5,227.5,4,-10.52129,2936
52.5,230,4,-10.396774,2947
52.5,232.5,4,-10.216452,2957
52.5,235,4,-9.956774,2966
52.5,237.5,4,-9.612581,2973
52.5,240,4,-9.234516,2978
52.5,242.5,4,-8.896774,2979
52.5,245,4,-8.678387,2979
52.5,247.5,4,-8.628065,2977
52.5,250,4,-8.753548,2974
52.5,252.5,4,-9.010323,2970
52.5,255,4,-9.332258,2966
52.5,257.5,4,-9.674516,2961
52.5,260,4,-10.007419,2956
52.5,262.5,4,-10.335484,2951
52.5,265,4,-10.659355,2946
52.5,267.5,4,-10.970323,2941
52.5,270,4,-11.240323,2937
52.5,272.5,4,-11.445484,2932
52.5,275,4,-11.594516,2927
52.5,277.5,4,-11.720645,2921
52.5,280,4,-11.862581,2917
52.5,282.5,4,-12.038065,2913
52.5,285,4,-12.231935,2909
52.5,287.5,4,-12.390645,2907
52.5,290,4,-12.466774,2905
52.5,292.5,4,-12.431935,2902
52.5,295,4,-12.293226,2901
52.5,297.5,4,-12.078065,2899
52.5,300,4,-11.817419,2899
52.5,302.5,4,-11.523548,2899
52.5,305,4,-11.198065,2901
52.5,307.5,4,-10.831935,2905
52.5,310,4,-10.426452,2909
50,190,4,-11.813871,2890
50,192.5,4,-11.673548,2892
50,195,4,-11.499032,2893
50,197.5,4,-11.312903,2894
50,200,4,-11.14871,2895
50,202.5,4,-11.026129,2897
50,205,4,-10.94,2899
50,207.5,4,-10.859032,2901
50,210,4,-10.753548,2905
50,212.5,4,-10.599355,2909
50,215,4,-10.397097,2914
50,217.5,4,-10.154516,2920
50,220,4,-9.901613,2927
50,222.5,4,-9.662903,2934
50,225,4,-9.460968,2942
50,227.5,4,-9.309677,2951
50,230,4,-9.200968,2960
50,232.5,4,-9.09871,2970
50,235,4,-8.949032,2980
50,237.5,4,-8.703226,2988
50,240,4,-8.354516,2993
50,242.5,4,-7.952258,2996
50,245,4,-7.59,2996
50,247.5,4,-7.36129,2994
50,250,4,-7.316774,2991
50,252.5,4,-7.448387,2988
50,255,4,-7.695161,2984
50,257.5,4,-7.994839,2979
50,260,4,-8.307097,2974
50,262.5,4,-8.61871,2969
50,265,4,-8.936452,2963
50,267.5,4,-9.248387,2959
50,270,4,-9.520968,2954
50,272.5,4,-9.73129,2949
50,275,4,-9.882581,2944
50,277.5,4,-10.011935,2939
50,280,4,-10.17129,2934
50,282.5,4,-10.377097,2929
50,285,4,-10.603871,2925
50,287.5,4,-10.791935,2922
50,290,4,-10.883871,2919
50,292.5,4,-10.861613,2916
50,295,4,-10.735484,2914
50,297.5,4,-10.538387,2913
50,300,4,-10.294516,2914
50,302.5,4,-10.004839,2916
50,305,4,-9.665484,2919
50,307.5,4,-9.278065,2924
50,310,4,-8.857742,2930
47.5,190,4,-10.277097,2924
47.5,192.5,4,-10.146774,2925
47.5,195,4,-9.986452,2926
47.5,197.5,4,-9.817097,2927
47.5,200,4,-9.667097,2929
47.5,202.5,4,-9.555806,2931
47.5,205,4,-9.48,2933
47.5,207.5,4,-9.408065,2936
47.5,210,4,-9.317097,2939
47.5,212.5,4,-9.195806,2943
47.5,215,4,-9.040968,2947
47.5,217.5,4,-8.854839,2952
47.5,220,4,-8.637742,2957
47.5,222.5,4,-8.395161,2962
47.5,225,4,-8.153226,2968
47.5,227.5,4,-7.955484,2974
47.5,230,4,-7.831613,2980
47.5,232.5,4,-7.783871,2988
47.5,235,4,-7.745806,2996
47.5,237.5,4,-7.624516,3004
47.5,240,4,-7.355806,3010
47.5,242.5,4,-6.938065,3013
47.5,245,4,-6.465484,3013
47.5,247.5,4,-6.063871,3012
47.5,250,4,-5.837742,3010
47.5,252.5,4,-5.82129,3006
47.5,255,4,-5.968387,3002
47.5,257.5,4,-6.205161,2997
47.5,260,4,-6.472903,2992
47.5,262.5,4,-6.757419,2985
47.5,265,4,-7.072903,2980
47.5,267.5,4,-7.41871,2974
47.5,270,4,-7.762258,2970
47.5,272.5,4,-8.065806,2965
47.5,275,4,-8.30871,2961
47.5,277.5,4,-8.510323,2956
47.5,280,4,-8.710323,2952
47.5,282.5,4,-8.927097,2948
47.5,285,4,-9.128065,2944
47.5,287.5,4,-9.263871,2940
47.5,290,4,-9.287419,2936
47.5,292.5,4,-9.194839,2933
47.5,295,4,-9.018387,2931
47.5,297.5,4,-8.793226,2931
47.5,300,4,-8.530323,2932
47.5,302.5,4,-8.222581,2936
47.5,305,4,-7.862258,2941
47.5,307.5,4,-7.463226,2947
47.5,310,4,-7.059032,2955
45,190,4,-8.407419,2963
45,192.5,4,-8.316452,2964
45,195,4,-8.187742,2965
45,197.5,4,-8.040323,2967
45,200,4,-7.89871,2968
45,202.5,4,-7.782903,2970
45,205,4,-7.685806,2972
45,207.5,4,-7.590323,2975
45,210,4,-7.485161,2977
45,212.5,4,-7.373548,2980
45,215,4,-7.26871,2983
45,217.5,4,-7.163871,2987
45,220,4,-7.036774,2991
45,222.5,4,-6.860645,2995
45,225,4,-6.640968,2999
45,227.5,4,-6.429032,3002
45,230,4,-6.292903,3005
45,232.5,4,-6.254194,3010
45,235,4,-6.266452,3016
45,237.5,4,-6.222581,3022
45,240,4,-6.018065,3027
45,242.5,4,-5.62129,3030
45,245,4,-5.098065,3031
45,247.5,4,-4.592581,3030
45,250,4,-4.243226,3028
45,252.5,4,-4.120323,3025
45,255,4,-4.200968,3021
45,257.5,4,-4.398065,3015
45,260,4,-4.633548,3008
45,262.5,4,-4.882581,3002
45,265,4,-5.165161,2995
45,267.5,4,-5.510645,2990
45,270,4,-5.901613,2986
45,272.5,4,-6.290645,2983
45,275,4,-6.629355,2980
45,277.5,4,-6.905161,2977
45,280,4,-7.136452,2973
45,282.5,4,-7.341613,2970
45,285,4,-7.5,2966
45,287.5,4,-7.570323,2962
45,290,4,-7.523548,2958
45,292.5,4,-7.379355,2954
45,295,4,-7.176452,2953
45,297.5,4,-6.945161,2954
45,300,4,-6.688387,2957
45,302.5,4,-6.382258,2962
45,305,4,-6.027097,2968
45,307.5,4,-5.642903,2975
45,310,4,-5.273871,2983
42.5,190,4,-6.168065,3005
42.5,192.5,4,-6.148065,3006
42.5,195,4,-6.087097,3007
42.5,197.5,4,-6.00129,3008
42.5,200,4,-5.912258,3010
42.5,202.5,4,-5.829355,3012
42.5,205,4,-5.746452,3014
42.5,207.5,4,-5.646774,3016
42.5,210,4,-5.521613,3018
42.5,212.5,4,-5.395161,3019
42.5,215,4,-5.299677,3021
42.5,217.5,4,-5.243226,3023
42.5,220,4,-5.191935,3026
42.5,222.5,4,-5.107097,3029
42.5,225,4,-4.96871,3031
42.5,227.5,4,-4.804516,3032
42.5,230,4,-4.67129,3032
42.5,232.5,4,-4.606774,3034
42.5,235,4,-4.583871,3036
42.5,237.5,4,-4.525161,3039
42.5,240,4,-4.336774,3042
42.5,242.5,4,-3.972581,3044
42.5,245,4,-3.468065,3045
42.5,247.5,4,-2.937097,3045
42.5,250,4,-2.524516,3043
42.5,252.5,4,-2.336774,3041
42.5,255,4,-2.381935,3036
42.5,257.5,4,-2.582258,3031
42.5,260,4,-2.836129,3024
42.5,262.5,4,-3.081935,3018
42.5,265,4,-3.332581,3013
42.5,267.5,4,-3.636452,3009
42.5,270,4,-4.009355,3006
42.5,272.5,4,-4.405806,3004
42.5,275,4,-4.761935,3003
42.5,277.5,4,-5.043871,3001
42.5,280,4,-5.255806,2998
42.5,282.5,4,-5.423871,2995
42.5,285,4,-5.537742,2992
42.5,287.5,4,-5.579032,2988
42.5,290,4,-5.523871,2984
42.5,292.5,4,-5.4,2982
42.5,295,4,-5.240968,2982
42.5,297.5,4,-5.065161,2984
42.5,300,4,-4.860968,2988
42.5,302.5,4,-4.603548,2993
42.5,305,4,-4.295806,3000
42.5,307.5,4,-3.974839,3007
42.5,310,4,-3.675806,3015
40,190,4,-3.725806,3046
40,192.5,4,-3.762903,3047
40,195,4,-3.774516,3048
40,197.5,4,-3.766774,3049
40,200,4,-3.75871,3051
40,202.5,4,-3.747742,3052
40,205,4,-3.728387,3054
40,207.5,4,-3.673548,3056
40,210,4,-3.581935,3057
40,212.5,4,-3.472903,3058
40,215,4,-3.386129,3058
40,217.5,4,-3.348065,3059
40,220,4,-3.340968,3060
40,222.5,4,-3.328065,3061
40,225,4,-3.274516,3061
40,227.5,4,-3.179355,3060
40,230,4,-3.062258,3058
40,232.5,4,-2.939677,3056
40,235,4,-2.813226,3055
40,237.5,4,-2.663871,3055
40,240,4,-2.457419,3055
40,242.5,4,-2.163548,3056
40,245,4,-1.76,3056
40,247.5,4,-1.278387,3056
40,250,4,-0.827419,3056
40,252.5,4,-0.539355,3054
40,255,4,-0.505484,3050
40,257.5,4,-0.697742,3045
40,260,4,-1.005161,3041
40,262.5,4,-1.314839,3037
40,265,4,-1.596774,3034
40,267.5,4,-1.890645,3032
40,270,4,-2.239355,3031
40,272.5,4,-2.61871,3030
40,275,4,-2.957419,3029
40,277.5,4,-3.208387,3028
40,280,4,-3.372903,3026
40,282.5,4,-3.482903,3023
40,285,4,-3.550968,3020
40,287.5,4,-3.566774,3017
40,290,4,-3.517742,3015
40,292.5,4,-3.416129,3014
40,295,4,-3.301613,3015
40,297.5,4,-3.175484,3018
40,300,4,-3.023226,3022
40,302.5,4,-2.825161,3027
40,305,4,-2.597419,3033
40,307.5,4,-2.383548,3040
40,310,4,-2.209032,3047
37.5,190,4,-1.395806,3083
37.5,192.5,4,-1.45871,3084
37.5,195,4,-1.516452,3085
37.5,197.5,4,-1.565484,3086
37.5,200,4,-1.605484,3087
37.5,202.5,4,-1.645806,3088
37.5,205,4,-1.682581,3090
37.5,207.5,4,-1.700645,3091
37.5,210,4,-1.687419,3092
37.5,212.5,4,-1.652903,3092
37.5,215,4,-1.627097,3092
37.5,217.5,4,-1.630968,3092
37.5,220,4,-1.657097,3091
37.5,222.5,4,-1.678387,3091
37.5,225,4,-1.670968,3089
37.5,227.5,4,-1.612581,3086
37.5,230,4,-1.489032,3082
37.5,232.5,4,-1.29,3077
37.5,235,4,-1.033548,3073
37.5,237.5,4,-0.779032,3069
37.5,240,4,-0.576129,3067
37.5,242.5,4,-0.415484,3066
37.5,245,4,-0.206774,3066
37.5,247.5,4,0.147097,3067
37.5,250,4,0.623226,3068
37.5,252.5,4,1.067097,3067
37.5,255,4,1.285484,3065
37.5,257.5,4,1.192903,3062
37.5,260,4,0.873871,3060
37.5,262.5,4,0.495806,3059
37.5,265,4,0.150645,3059
37.5,267.5,4,-0.175806,3058
37.5,270,4,-0.54129,3058
37.5,272.5,4,-0.937419,3057
37.5,275,4,-1.295161,3057
37.5,277.5,4,-1.542258,3056
37.5,280,4,-1.680968,3054
37.5,282.5,4,-1.749677,3052
37.5,285,4,-1.778387,3049
37.5,287.5,4,-1.759355,3047
37.5,290,4,-1.678065,3046
37.5,292.5,4,-1.555484,3047
37.5,295,4,-1.426452,3049
37.5,297.5,4,-1.307419,3052
37.5,300,4,-1.180968,3056
37.5,302.5,4,-1.034839,3061
37.5,305,4,-0.893871,3066
37.5,307.5,4,-0.801935,3071
37.5,310,4,-0.769355,3077
35,190,4,0.610323,3115
35,192.5,4,0.513548,3116
35,195,4,0.413871,3116
35,197.5,4,0.333871,3117
35,200,4,0.279355,3117
35,202.5,4,0.240323,3118
35,205,4,0.192903,3119
35,207.5,4,0.141613,3119
35,210,4,0.093226,3120
35,212.5,4,0.043548,3120
35,215,4,-0.010323,3119
35,217.5,4,-0.079032,3118
35,220,4,-0.140645,3117
35,222.5,4,-0.175806,3115
35,225,4,-0.170968,3112
35,227.5,4,-0.11129,3108
35,230,4,0.033226,3103
35,232.5,4,0.293871,3096
35,235,4,0.651935,3090
35,237.5,4,0.996129,3084
35,240,4,1.192258,3079
35,242.5,4,1.215161,3077
35,245,4,1.201613,3078
35,247.5,4,1.375484,3080
35,250,4,1.826452,3082
35,252.5,4,2.411935,3083
35,255,4,2.850323,3083
35,257.5,4,2.938065,3082
35,260,4,2.710645,3082
35,262.5,4,2.347097,3083
35,265,4,1.997742,3084
35,267.5,4,1.670645,3084
35,270,4,1.300968,3084
35,272.5,4,0.882581,3084
35,275,4,0.497419,3083
35,277.5,4,0.225806,3082
35,280,4,0.084194,3081
35,282.5,4,0.018065,3079
35,285,4,-0.012903,3078
35,287.5,4,0.006452,3077
35,290,4,0.091613,3077
35,292.5,4,0.222258,3078
35,295,4,0.35,3080
35,297.5,4,0.444839,3083
35,300,4,0.523226,3087
35,302.5,4,0.600968,3091
35,305,4,0.658387,3096
35,307.5,4,0.662581,3100
35,310,4,0.601935,3104
32.5,190,4,2.294839,3139
32.5,192.5,4,2.14,3139
32.5,195,4,1.981935,3139
32.5,197.5,4,1.866129,3139
32.5,200,4,1.800968,3140
32.5,202.5,4,1.763548,3140
32.5,205,4,1.721613,3140
32.5,207.5,4,1.674516,3140
32.5,210,4,1.623226,3140
32.5,212.5,4,1.560323,3140
32.5,215,4,1.471613,3139
32.5,217.5,4,1.360968,3138
32.5,220,4,1.268065,3136
32.5,222.5,4,1.224516,3133
32.5,225,4,1.237742,3129
32.5,227.5,4,1.31,3125
32.5,230,4,1.460645,3119
32.5,232.5,4,1.739355,3113
32.5,235,4,2.146452,3106
32.5,237.5,4,2.572903,3099
32.5,240,4,2.838387,3093
32.5,242.5,4,2.857419,3090
32.5,245,4,2.748065,3091
32.5,247.5,4,2.780645,3094
32.5,250,4,3.144194,3098
32.5,252.5,4,3.756452,3101
32.5,255,4,4.32,3103
32.5,257.5,4,4.570645,3104
32.5,260,4,4.470645,3105
32.5,262.5,4,4.185484,3106
32.5,265,4,3.885161,3107
32.5,267.5,4,3.595161,3108
32.5,270,4,3.26129,3108
32.5,272.5,4,2.864516,3107
32.5,275,4,2.49,3107
32.5,277.5,4,2.23,3106
32.5,280,4,2.088065,3105
32.5,282.5,4,1.995806,3105
32.5,285,4,1.910645,3104
32.5,287.5,4,1.85,3104
32.5,290,4,1.849355,3105
32.5,292.5,4,1.89871,3106
32.5,295,4,1.94871,3108
32.5,297.5,4,1.96,3110
32.5,300,4,1.94,3113
32.5,302.5,4,1.923871,3117
32.5,305,4,1.911935,3120
32.5,307.5,4,1.875806,3123
32.5,310,4,1.799355,3125
30,190,4,3.731613,3154
30,192.5,4,3.532581,3154
30,195,4,3.348387,3153
30,197.5,4,3.216774,3153
30,200,4,3.126129,3154
30,202.5,4,3.051613,3154
30,205,4,2.978387,3154
30,207.5,4,2.925806,3154
30,210,4,2.897097,3153
30,212.5,4,2.869355,3152
30,215,4,2.799355,3151
30,217.5,4,2.69,3149
30,220,4,2.577419,3147
30,222.5,4,2.524839,3144
30,225,4,2.548065,3140
30,227.5,4,2.630968,3136
30,230,4,2.774194,3131
30,232.5,4,3.032903,3126
30,235,4,3.441613,3120
30,237.5,4,3.944839,3113
30,240,4,4.371613,3108
30,242.5,4,4.573548,3105
30,245,4,4.574194,3105
30,247.5,4,4.599355,3108
30,250,4,4.870645,3113
30,252.5,4,5.406774,3118
30,255,4,5.974516,3121
30,257.5,4,6.291613,3123
30,260,4,6.264516,3124
30,262.5,4,6.007097,3126
30,265,4,5.689032,3127
30,267.5,4,5.377097,3128
30,270,4,5.037097,3128
30,272.5,4,4.664516,3128
30,275,4,4.326129,3128
30,277.5,4,4.095806,3127
30,280,4,3.963871,3127
30,282.5,4,3.845484,3127
30,285,4,3.686774,3127
30,287.5,4,3.508065,3127
30,290,4,3.377097,3127
30,292.5,4,3.304516,3128
30,295,4,3.249677,3129
30,297.5,4,3.16871,3131
30,300,4,3.07129,3133
30,302.5,4,2.984839,3136
30,305,4,2.928387,3138
30,307.5,4,2.881613,3140
30,310,4,2.820968,3141
27.5,190,4,4.936774,3160
27.5,192.5,4,4.758387,3160
27.5,195,4,4.621935,3159
27.5,197.5,4,4.526774,3159
27.5,200,4,4.437419,3159
27.5,202.5,4,4.317097,3159
27.5,205,4,4.187097,3159
27.5,207.5,4,4.093226,3159
27.5,210,4,4.055806,3158
27.5,212.5,4,4.039032,3157
27.5,215,4,3.987097,3156
27.5,217.5,4,3.883871,3154
27.5,220,4,3.772903,3152
27.5,222.5,4,3.723548,3149
27.5,225,4,3.76129,3146
27.5,227.5,4,3.870968,3142
27.5,230,4,4.03,3139
27.5,232.5,4,4.267097,3135
27.5,235,4,4.641613,3130
27.5,237.5,4,5.168065,3126
27.5,240,4,5.733226,3121
27.5,242.5,4,6.166129,3119
27.5,245,4,6.386452,3119
27.5,247.5,4,6.509677,3121
27.5,250,4,6.755806,3126
27.5,252.5,4,7.226452,3131
27.5,255,4,7.784194,3135
27.5,257.5,4,8.145161,3137
27.5,260,4,8.13871,3139
27.5,262.5,4,7.815484,3141
27.5,265,4,7.356774,3143
27.5,267.5,4,6.904516,3144
27.5,270,4,6.483226,3144
27.5,272.5,4,6.092581,3144
27.5,275,4,5.754839,3144
27.5,277.5,4,5.518065,3144
27.5,280,4,5.357419,3144
27.5,282.5,4,5.195806,3143
27.5,285,4,4.983548,3143
27.5,287.5,4,4.730968,3143
27.5,290,4,4.512258,3143
27.5,292.5,4,4.36,3143
27.5,295,4,4.25129,3144
27.5,297.5,4,4.146452,3145
27.5,300,4,4.029677,3146
27.5,302.5,4,3.924194,3148
27.5,305,4,3.847097,3150
27.5,307.5,4,3.78871,3151
27.5,310,4,3.726452,3151
25,190,4,5.926452,3161
25,192.5,4,5.804516,3160
25,195,4,5.743871,3159
25,197.5,4,5.716774,3159
25,200,4,5.660323,3158
25,202.5,4,5.540968,3157
25,205,4,5.391935,3157
25,207.5,4,5.268065,3157
25,210,4,5.193226,3157
25,212.5,4,5.144194,3156
25,215,4,5.076774,3155
25,217.5,4,4.982258,3154
25,220,4,4.897742,3152
25,222.5,4,4.873871,3150
25,225,4,4.943226,3148
25,227.5,4,5.099032,3145
25,230,4,5.306774,3142
25,232.5,4,5.552903,3140
25,235,4,5.878065,3137
25,237.5,4,6.335484,3135
25,240,4,6.890968,3133
25,242.5,4,7.411613,3131
25,245,4,7.765161,3131
25,247.5,4,7.974839,3134
25,250,4,8.236774,3138
25,252.5,4,8.711935,3142
25,255,4,9.323871,3146
25,257.5,4,9.78,3149
25,260,4,9.813226,3151
25,262.5,4,9.411935,3152
25,265,4,8.797419,3154
25,267.5,4,8.204839,3155
25,270,4,7.727742,3155
25,272.5,4,7.335484,3155
25,275,4,6.989032,3155
25,277.5,4,6.685484,3154
25,280,4,6.429677,3154
25,282.5,4,6.199355,3154
25,285,4,5.95,3153
25,287.5,4,5.679355,3153
25,290,4,5.434839,3152
25,292.5,4,5.24871,3152
25,295,4,5.120645,3152
25,297.5,4,5.015161,3153
25,300,4,4.902903,3154
25,302.5,4,4.790323,3155
25,305,4,4.694516,3155
25,307.5,4,4.625806,3156
25,310,4,4.564839,3156
22.5,190,4,6.769032,3158
22.5,192.5,4,6.675484,3158
22.5,195,4,6.642258,3157
22.5,197.5,4,6.635806,3156
22.5,200,4,6.605806,3155
22.5,202.5,4,6.528065,3154
22.5,205,4,6.424839,3153
22.5,207.5,4,6.327742,3153
22.5,210,4,6.248065,3153
22.5,212.5,4,6.177742,3153
22.5,215,4,6.11129,3152
22.5,217.5,4,6.059355,3152
22.5,220,4,6.039355,3150
22.5,222.5,4,6.066774,3149
22.5,225,4,6.162903,3147
22.5,227.5,4,6.346129,3146
22.5,230,4,6.598065,3144
22.5,232.5,4,6.873548,3142
22.5,235,4,7.162581,3141
22.5,237.5,4,7.506129,3141
22.5,240,4,7.924839,3141
22.5,242.5,4,8.351613,3141
22.5,245,4,8.665484,3142
22.5,247.5,4,8.857419,3144
22.5,250,4,9.088065,3147
22.5,252.5,4,9.544839,3151
22.5,255,4,10.184516,3155
22.5,257.5,4,10.703226,3158
22.5,260,4,10.773871,3159
22.5,262.5,4,10.350645,3160
22.5,265,4,9.69,3161
22.5,267.5,4,9.105806,3161
22.5,270,4,8.723548,3161
22.5,272.5,4,8.449032,3160
22.5,275,4,8.152581,3160
22.5,277.5,4,7.799677,3159
22.5,280,4,7.452258,3159
22.5,282.5,4,7.154516,3159
22.5,285,4,6.896452,3158
22.5,287.5,4,6.645484,3157
22.5,290,4,6.397419,3157
22.5,292.5,4,6.18129,3157
22.5,295,4,6.015161,3157
22.5,297.5,4,5.879677,3157
22.5,300,4,5.747742,3158
22.5,302.5,4,5.615484,3158
22.5,305,4,5.507419,3158
22.5,307.5,4,5.443226,3158
22.5,310,4,5.417742,3159
20,190,4,7.509032,3153
20,192.5,4,7.415484,3153
20,195,4,7.350968,3153
20,197.5,4,7.312581,3152
20,200,4,7.28129,3151
20,202.5,4,7.246452,3151
20,205,4,7.206452,3150
20,207.5,4,7.17129,3150
20,210,4,7.14,3149
20,212.5,4,7.115484,3149
20,215,4,7.107419,3149
20,217.5,4,7.136129,3148
20,220,4,7.197742,3147
20,222.5,4,7.276774,3147
20,225,4,7.375161,3146
20,227.5,4,7.536774,3145
20,230,4,7.780968,3145
20,232.5,4,8.067097,3144
20,235,4,8.342581,3144
20,237.5,4,8.601613,3145
20,240,4,8.876774,3146
20,242.5,4,9.153226,3147
20,245,4,9.344516,3149
20,247.5,4,9.425806,3151
20,250,4,9.527742,3154
20,252.5,4,9.826774,3157
20,255,4,10.314516,3160
20,257.5,4,10.723548,3163
20,260,4,10.740968,3164
20,262.5,4,10.324194,3165
20,265,4,9.736774,3164
20,267.5,4,9.306129,3164
20,270,4,9.136774,3163
20,272.5,4,9.076452,3161
20,275,4,8.93,3160
20,277.5,4,8.637419,3160
20,280,4,8.297742,3160
20,282.5,4,8.016129,3159
20,285,4,7.805806,3159
20,287.5,4,7.609032,3158
20,290,4,7.386774,3158
20,292.5,4,7.160968,3158
20,295,4,6.97129,3158
20,297.5,4,6.817419,3159
20,300,4,6.680968,3159
20,302.5,4,6.557097,3159
20,305,4,6.463548,3159
20,307.5,4,6.421613,3159
20,310,4,6.432903,3159
17.5,190,4,8.146774,3148
17.5,192.5,4,8.069355,3148
17.5,195,4,7.986452,3148
17.5,197.5,4,7.930645,3148
17.5,200,4,7.906129,3148
17.5,202.5,4,7.892258,3148
17.5,205,4,7.879677,3148
17.5,207.5,4,7.883548,3147
17.5,210,4,7.919032,3147
17.5,212.5,4,7.975806,3146
17.5,215,4,8.046774,3146
17.5,217.5,4,8.13871,3145
17.5,220,4,8.247742,3145
17.5,222.5,4,8.344839,3144
17.5,225,4,8.426452,3144
17.5,227.5,4,8.532903,3145
17.5,230,4,8.713226,3145
17.5,232.5,4,8.956129,3145
17.5,235,4,9.200968,3146
